日期,股票代码,股票名称,开盘价,收盘价,最高价,最低价,成交量,成交额,换手率,振幅,涨跌幅,涨跌额,主力净流入(元),小单净流入(元),中单净流入(元),大单净流入(元),超大单净流入(元),主力净流入占比(%),小单净流入占比(%),中单净流入占比(%),大单净流入占比(%),超大单净流入占比(%)
2024-10-22,600000,浦发银行,10.16,10.13,10.27,10.01,428034,432235691.0,0.15,2.56,-0.3,-0.03,,,,,,,,,,
2024-10-21,600000,浦发银行,10.18,10.16,10.22,9.95,645230,651623310.0,0.22,2.66,0.1,0.01,,,,,,,,,,
2024-10-18,600000,浦发银行,10.18,10.15,10.33,10.02,622063,633125532.0,0.21,3.03,-0.68,-0.07,,,,,,,,,,
2024-10-17,600000,浦发银行,10.34,10.22,10.48,10.22,455767,471133860.0,0.16,2.51,-1.16,-0.12,,,,,,,,,,
2024-10-16,600000,浦发银行,10.15,10.34,10.46,10.15,526150,545095953.0,0.18,3.02,0.88,0.09,,,,,,,,,,
2024-10-15,600000,浦发银行,10.45,10.25,10.53,10.25,629397,654527534.0,0.21,2.69,-1.44,-0.15,,,,,,,,,,
2024-10-14,600000,浦发银行,10.31,10.4,10.54,10.25,883078,918408286.0,0.3,2.85,2.36,0.24,,,,,,,,,,
2024-10-11,600000,浦发银行,10.37,10.16,10.52,10.02,589377,606557618.0,0.2,4.85,-1.45,-0.15,,,,,,,,,,
2024-10-10,600000,浦发银行,10.06,10.31,10.49,10.05,1016399,1044726819.0,0.35,4.44,4.04,0.4,,,,,,,,,,
2024-10-09,600000,浦发银行,10.5,9.91,10.5,9.91,1160727,1183819440.0,0.4,5.62,-5.62,-0.59,,,,,,,,,,
