日期,主力净流入(元),小单净流入(元),中单净流入(元),大单净流入(元),超大单净流入(元),主力净流入占比(%),小单净流入占比(%),中单净流入占比(%),大单净流入占比(%),超大单净流入占比(%),收盘价_kline,涨跌幅(%),股票代码,股票名称,开盘价,收盘价_flow,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-05-19,16761028.0,-14026057.0,-2734971.0,15745348.0,1015680.0,2.75,-2.30,-0.45,2.58,0.17,44.15,1.52,001317,三羊马,45.98,44.15,47.84,42.10,135276,610054575.74,13.20,1.52,0.66,32.22
2025-05-16,55623946.0,-24032336.0,-31591611.0,-16020212.0,71644158.0,18.88,-8.16,-10.72,-5.44,24.32,43.49,9.99,001317,三羊马,39.19,43.49,43.49,39.19,70019,294593816.95,10.88,9.99,3.95,16.68
2025-05-15,-12908839.0,12353326.0,555513.0,-6907718.0,-6001121.0,-12.02,11.50,0.52,-6.43,-5.59,39.54,-3.37,001317,三羊马,40.79,39.54,41.17,39.45,26922,107419537.00,4.20,-3.37,-1.38,6.41
2025-05-14,14502686.0,-7657608.0,-6845078.0,11077129.0,3425557.0,9.41,-4.97,-4.44,7.19,2.22,40.92,0.76,001317,三羊马,40.60,40.92,41.52,40.12,37758,154134678.00,3.45,0.76,0.31,8.99
2025-05-13,-14626404.0,17163942.0,-2537537.0,-10351111.0,-4275293.0,-8.11,9.52,-1.41,-5.74,-2.37,40.61,-3.13,001317,三羊马,42.99,40.61,43.00,40.50,43567,180299411.40,5.96,-3.13,-1.31,10.38
2025-05-12,14755449.0,-16988963.0,2233514.0,10750741.0,4004708.0,5.79,-6.67,0.88,4.22,1.57,41.92,3.00,001317,三羊马,40.51,41.92,42.33,39.53,61918,254832512.70,6.88,3.00,1.22,14.75
2025-05-09,5577995.0,4399276.0,-9977271.0,6969269.0,-1391274.0,2.02,1.59,-3.61,2.52,-0.50,40.70,1.80,001317,三羊马,39.92,40.70,43.30,39.92,65983,276336217.05,8.45,1.80,0.72,15.72
2025-05-08,9898088.0,-2508594.0,-7389494.0,-9543039.0,19441127.0,4.92,-1.25,-3.67,-4.74,9.66,39.98,2.78,001317,三羊马,38.90,39.98,41.64,38.24,50248,201328711.85,8.74,2.78,1.08,11.97
2025-05-07,4954418.0,-909334.0,-4045084.0,16335132.0,-11380714.0,2.97,-0.54,-2.42,9.79,-6.82,38.90,2.61,001317,三羊马,39.03,38.90,40.43,38.11,42726,166885887.14,6.12,2.61,0.99,10.18
2025-05-06,-2175346.0,-139388.0,2314735.0,-3675592.0,1500246.0,-2.38,-0.15,2.53,-4.02,1.64,37.91,3.18,001317,三羊马,37.11,37.91,38.27,36.82,24211,91344295.89,3.95,3.18,1.17,5.77
2025-04-30,-4197188.0,1556178.0,2641009.0,-774640.0,-3422548.0,-5.53,2.05,3.48,-1.02,-4.51,36.74,0.11,001317,三羊马,37.07,36.74,37.69,36.69,20436,75947329.60,2.72,0.11,0.04,4.87
2025-04-29,-3014004.0,5713663.0,-2699659.0,-281359.0,-2732645.0,-4.68,8.86,-4.19,-0.44,-4.24,36.70,-0.22,001317,三羊马,36.66,36.70,37.65,36.42,17403,64453402.42,3.34,-0.22,-0.08,4.14
2025-04-28,-3499769.0,6667791.0,-3168021.0,1130889.0,-4630658.0,-3.32,6.32,-3.00,1.07,-4.39,36.78,-1.92,001317,三羊马,37.48,36.78,37.48,35.69,28932,105497485.66,4.77,-1.92,-0.72,6.89
2025-04-25,4294613.0,593045.0,-4887659.0,980386.0,3314227.0,3.63,0.50,-4.14,0.83,2.81,37.50,1.08,001317,三羊马,36.96,37.50,38.20,36.50,31664,118151726.66,4.58,1.08,0.40,7.54
2025-04-24,-23737830.0,25019699.0,-1281867.0,-14109287.0,-9628543.0,-16.76,17.67,-0.91,-9.96,-6.80,37.10,-4.77,001317,三羊马,38.98,37.10,39.05,36.99,37516,141597224.29,5.29,-4.77,-1.86,8.94
2025-04-23,5773076.0,8769012.0,-14542086.0,-419579.0,6192655.0,3.18,4.83,-8.00,-0.23,3.41,38.96,-2.58,001317,三羊马,39.92,38.96,39.99,38.71,46386,181733602.14,3.20,-2.58,-1.03,11.05
2025-04-22,23116424.0,-10210739.0,-12905686.0,12040809.0,11075615.0,8.92,-3.94,-4.98,4.65,4.28,39.99,4.60,001317,三羊马,38.06,39.99,41.50,38.06,65293,259022235.68,9.00,4.60,1.76,15.55
2025-04-21,9277526.0,-9603435.0,325909.0,10153333.0,-875807.0,6.10,-6.32,0.21,6.68,-0.58,38.23,3.35,001317,三羊马,36.84,38.23,38.51,36.83,40090,152009321.93,4.54,3.35,1.24,9.55
2025-04-18,4617521.0,319468.0,-4936989.0,3864956.0,752565.0,4.07,0.28,-4.35,3.41,0.66,36.99,-1.39,001317,三羊马,37.09,36.99,37.58,36.12,30830,113388349.43,3.89,-1.39,-0.52,7.34
2025-04-17,18467379.0,-15633791.0,-2833588.0,14024736.0,4442643.0,11.44,-9.68,-1.76,8.69,2.75,37.51,2.12,001317,三羊马,36.13,37.51,37.95,36.13,43519,161453486.72,4.96,2.12,0.78,10.37
2025-04-16,2766267.0,-1282680.0,-1483587.0,175845.0,2590422.0,1.48,-0.69,-0.79,0.09,1.39,36.73,-1.13,001317,三羊马,36.83,36.73,38.59,36.45,49812,186791911.32,5.76,-1.13,-0.42,11.86
2025-04-15,-7554344.0,21510941.0,-13956597.0,-9009906.0,1455562.0,-3.45,9.82,-6.37,-4.11,0.66,37.15,-3.76,001317,三羊马,37.88,37.15,38.82,36.65,58498,219051545.08,5.62,-3.76,-1.45,13.93
2025-04-14,11164595.0,-10906583.0,-258012.0,2319667.0,8844928.0,3.67,-3.58,-0.08,0.76,2.90,38.60,0.52,001317,三羊马,37.00,38.60,39.86,36.88,79055,304571816.10,7.76,0.52,0.20,18.83
2025-04-11,-125435662.0,107648179.0,17787482.0,-70958822.0,-54476840.0,-23.14,19.86,3.28,-13.09,-10.05,38.40,-0.16,001317,三羊马,39.61,38.40,42.31,37.42,135004,542126469.08,12.71,-0.16,-0.06,32.15
2025-04-10,51426913.0,-23168759.0,-28258155.0,-1828182.0,53255095.0,31.21,-14.06,-17.15,-1.11,32.32,38.46,10.01,001317,三羊马,34.96,38.46,38.46,34.50,44159,164751134.02,11.33,10.01,3.50,10.52
2025-04-09,-5835992.0,10261530.0,-4425539.0,-3565963.0,-2270029.0,-2.85,5.01,-2.16,-1.74,-1.11,34.96,6.81,001317,三羊马,31.98,34.96,35.59,30.18,61130,204640877.57,16.53,6.81,2.23,14.56
2025-04-08,4435241.0,-6352055.0,1916814.0,-3240231.0,7675472.0,2.80,-4.01,1.21,-2.04,4.84,32.73,2.89,001317,三羊马,31.00,32.73,33.08,30.09,50178,158588391.98,9.40,2.89,0.92,11.95
2025-04-07,-20865786.0,12288787.0,8576999.0,-7447284.0,-13418502.0,-15.28,9.00,6.28,-5.45,-9.83,31.81,-9.99,001317,三羊马,33.67,31.81,34.96,31.81,41256,136529606.25,8.91,-9.99,-3.53,9.83
2025-04-03,9397286.0,1617599.0,-11014885.0,-3952314.0,13349600.0,3.80,0.65,-4.45,-1.60,5.39,35.34,4.93,001317,三羊马,33.52,35.34,37.05,32.98,70095,247528929.56,12.08,4.93,1.66,16.69
2025-04-02,921415.0,2513474.0,-3434888.0,2493017.0,-1571602.0,0.76,2.06,-2.82,2.04,-1.29,33.68,0.42,001317,三羊马,33.64,33.68,34.95,33.38,35700,121928797.42,4.68,0.42,0.14,8.50
2025-04-01,918859.0,4126436.0,-5045295.0,780525.0,138334.0,0.98,4.41,-5.39,0.83,0.15,33.54,-1.32,001317,三羊马,33.98,33.54,34.15,33.33,27781,93672816.95,2.41,-1.32,-0.45,6.62
2025-03-31,5479734.0,-4154025.0,-1325709.0,6874194.0,-1394460.0,4.78,-3.63,-1.16,6.00,-1.22,33.99,2.63,001317,三羊马,32.86,33.99,34.00,32.60,34318,114543062.63,4.23,2.63,0.87,8.17
2025-03-28,3438418.0,-5001572.0,1563154.0,2967754.0,470664.0,3.27,-4.75,1.49,2.82,0.45,33.12,0.03,001317,三羊马,32.90,33.12,33.39,31.98,32102,105211803.24,4.26,0.03,0.01,7.65
2025-03-27,5844981.0,-2682725.0,-3162256.0,8430720.0,-2585739.0,4.47,-2.05,-2.42,6.45,-1.98,33.11,0.95,001317,三羊马,32.81,33.11,33.60,31.92,39713,130778436.88,5.12,0.95,0.31,9.46
2025-03-26,-480008.0,5245216.0,-4765208.0,4599488.0,-5079496.0,-0.43,4.67,-4.24,4.09,-4.52,32.80,-0.39,001317,三羊马,32.50,32.80,33.94,32.49,33960,112400287.57,4.40,-0.39,-0.13,8.09
2025-03-25,-9435919.0,-4399976.0,13835895.0,-9435919.0,0.0,-6.80,-3.17,9.97,-6.80,0.00,32.93,-3.57,001317,三羊马,33.52,32.93,34.53,32.80,41358,138831403.40,5.07,-3.57,-1.22,9.85
2025-03-24,542893.0,-14548066.0,14005173.0,804441.0,-261548.0,0.24,-6.30,6.07,0.35,-0.11,34.15,1.91,001317,三羊马,33.00,34.15,35.02,31.88,68914,230861430.35,9.37,1.91,0.64,16.41
2025-03-21,5611337.0,-21650838.0,16039501.0,11933951.0,-6322614.0,2.79,-10.78,7.99,5.94,-3.15,33.51,3.04,001317,三羊马,32.30,33.51,34.70,32.30,60246,200776897.85,7.38,3.04,0.99,14.35
2025-03-20,-9547198.0,5428702.0,4118496.0,-5603035.0,-3944163.0,-10.93,6.21,4.71,-6.41,-4.51,32.52,-1.31,001317,三羊马,32.50,32.52,33.30,32.33,26758,87371316.00,2.94,-1.31,-0.43,6.37
2025-03-19,16114550.0,-6775206.0,-9339344.0,11677409.0,4437141.0,8.79,-3.70,-5.09,6.37,2.42,32.95,5.20,001317,三羊马,31.10,32.95,33.60,31.05,56295,183346404.43,8.14,5.20,1.63,13.41
2025-03-18,-1201775.0,2148648.0,-946873.0,47425.0,-1249200.0,-3.39,6.06,-2.67,0.13,-3.52,31.32,0.87,001317,三羊马,31.29,31.32,31.43,30.86,11391,35447693.08,1.84,0.87,0.27,2.71
2025-03-17,-2325128.0,6798127.0,-4472999.0,-2325128.0,0.0,-5.73,16.77,-11.03,-5.73,0.00,31.05,-0.64,001317,三羊马,31.15,31.05,31.60,30.95,13011,40546585.00,2.08,-0.64,-0.20,3.10
2025-03-14,1327045.0,800126.0,-2127171.0,1323956.0,3089.0,2.47,1.49,-3.96,2.47,0.01,31.25,0.55,001317,三羊马,31.15,31.25,31.66,30.61,17238,53708216.00,3.38,0.55,0.17,4.11
2025-03-13,-9728430.0,9007960.0,720470.0,-6238545.0,-3489885.0,-14.28,13.23,1.06,-9.16,-5.12,31.08,-2.88,001317,三羊马,31.92,31.08,31.98,30.65,21876,68105015.00,4.16,-2.88,-0.92,5.21
2025-03-12,-636410.0,1303121.0,-666710.0,707821.0,-1344231.0,-0.76,1.55,-0.79,0.84,-1.60,32.00,1.11,001317,三羊马,31.72,32.00,32.69,31.69,26091,84123653.32,3.16,1.11,0.35,6.21
2025-03-11,-3461112.0,4774862.0,-1313750.0,-2370200.0,-1090912.0,-6.54,9.02,-2.48,-4.48,-2.06,31.65,0.48,001317,三羊马,31.50,31.65,31.77,31.03,16863,52957932.00,2.35,0.48,0.15,4.02
2025-03-10,-1205462.0,6027871.0,-4822409.0,-1205462.0,0.0,-1.65,8.23,-6.59,-1.65,0.00,31.50,2.04,001317,三羊马,30.70,31.50,31.63,30.67,23416,73232152.80,3.11,2.04,0.63,5.58
2025-03-07,-10162476.0,20295123.0,-10132646.0,-5180768.0,-4981708.0,-8.81,17.60,-8.79,-4.49,-4.32,30.87,-3.32,001317,三羊马,31.79,30.87,32.34,30.61,36771,115324967.64,5.42,-3.32,-1.06,8.76
2025-03-06,8808233.0,602535.0,-9410768.0,9447409.0,-639176.0,7.65,0.52,-8.17,8.20,-0.55,31.93,0.73,001317,三羊马,31.66,31.93,32.00,31.38,36243,115172020.17,1.96,0.73,0.23,8.63
2025-03-05,15056975.0,-10063263.0,-4993712.0,16482289.0,-1425314.0,10.66,-7.12,-3.53,11.66,-1.01,31.70,2.92,001317,三羊马,30.86,31.70,31.90,30.30,45177,141308928.32,5.19,2.92,0.90,10.76
2025-03-04,5520268.0,-9177754.0,3657486.0,4096069.0,1424199.0,4.41,-7.33,2.92,3.27,1.14,30.80,1.78,001317,三羊马,30.36,30.80,31.49,30.02,40822,125253405.86,4.86,1.78,0.54,9.72
2025-03-03,6468183.0,-4933668.0,-1534514.0,9584886.0,-3116703.0,5.38,-4.10,-1.28,7.97,-2.59,30.26,2.79,001317,三羊马,29.58,30.26,30.33,29.58,40093,120226898.00,2.55,2.79,0.82,9.55
2025-02-28,1729588.0,-6727871.0,4998283.0,3898036.0,-2168448.0,1.31,-5.08,3.78,2.94,-1.64,29.44,1.17,001317,三羊马,29.05,29.44,30.55,28.75,44665,132397344.98,6.19,1.17,0.34,10.64
2025-02-27,-2443608.0,1511858.0,931750.0,-3981411.0,1537803.0,-4.91,3.04,1.87,-8.01,3.09,29.10,0.00,001317,三羊马,29.05,29.10,29.33,28.52,17168,49730495.00,2.78,0.00,0.00,4.09
2025-02-26,-2571004.0,-521827.0,3092831.0,-1259300.0,-1311704.0,-5.72,-1.16,6.88,-2.80,-2.92,29.10,1.54,001317,三羊马,28.90,29.10,29.27,28.62,15527,44937653.50,2.27,1.54,0.44,3.70
2025-02-25,3669.0,-135260.0,131591.0,3669.0,0.0,0.01,-0.41,0.40,0.01,0.00,28.66,-0.14,001317,三羊马,28.32,28.66,28.85,28.32,11528,33053950.00,1.85,-0.14,-0.04,2.75
2025-02-24,-2861345.0,5850652.0,-2989307.0,-2861345.0,0.0,-7.25,14.82,-7.57,-7.25,0.00,28.70,0.49,001317,三羊马,28.47,28.70,28.92,28.32,13761,39489433.00,2.10,0.49,0.14,3.28
2025-02-21,-2317760.0,3007700.0,-689940.0,-2603874.0,286114.0,-5.08,6.59,-1.51,-5.71,0.63,28.56,-0.45,001317,三羊马,28.87,28.56,28.90,28.10,16073,45637742.00,2.79,-0.45,-0.13,3.83
2025-02-20,-7116146.0,7018719.0,97427.0,-4819539.0,-2296607.0,-16.76,16.53,0.23,-11.35,-5.41,28.69,-1.07,001317,三羊马,29.25,28.69,29.25,28.55,14768,42471071.06,2.41,-1.07,-0.31,3.52
